time,zone,moisture,humidity,temperature,ir,vis,uv,ph
2023-11-01 00:00:00,A,59.7444454623853,76.77354713653872,79.91274731593889,60.009711656887156,1.12617710083881,27.026375773181165,5.714852035224091
2023-11-01 00:00:00,B,80.7149476536249,68.19167885089907,89.99023329471724,51.489771766550554,16.590905370971488,25.349668559435745,5.870007671646015
2023-11-01 00:20:00,A,45.37537121755002,55.65884059569387,64.95904087018151,28.76847624410925,40.92793769150184,76.29792641039266,6.982067966046662
2023-11-01 00:20:00,B,77.87244831315417,94.70728259859546,76.96678960680677,32.42791793075332,74.77211099386128,69.58767458180422,5.936124099497069
2023-11-01 00:40:00,A,96.29998643660579,43.761355908827134,72.92293791576168,78.54768435178153,28.089171288482785,45.71402675979478,6.846999583583525
2023-11-01 00:40:00,B,22.146992633680075,7.810056264681508,60.87709496134826,22.739599113027463,73.65009243491033,81.33750139914684,5.316144837510035
2023-11-01 01:00:00,A,94.26070161243175,14.992279322919122,59.86820999143343,87.63020424731975,37.860883064406714,19.541358989415357,6.623541870457759
2023-11-01 01:00:00,B,17.7013152534202,26.179297565719008,82.78418907721354,97.0629965271989,22.329080721282846,83.41809929431686,7.849849962943487
2023-11-01 01:20:00,A,88.06739555684364,29.29256423135509,80.8130303165727,28.590109136057627,2.3091669841845075,88.33786984404809,7.03167969151516
2023-11-01 01:20:00,B,69.22629682457317,32.10744962455978,58.15596288599465,15.500335964359236,5.41954988798844,79.9116927694255,7.993368815400267
2023-11-01 01:40:00,A,6.676550255420144,33.03153482129443,83.19697427279762,6.46010786605129,42.34333956835401,26.974374430066096,5.738016641114131
2023-11-01 01:40:00,B,77.25645978932585,15.897875080266044,86.43917991062636,55.93533169862501,85.27785263239895,34.60930918282392,6.360369181168
2023-11-01 02:00:00,A,38.991650250410814,68.25643797623924,56.36226158295591,68.59130429286515,66.17338477786451,66.96959440223613,6.778249016802101
2023-11-01 02:00:00,B,51.44692525081583,88.15545113657981,86.56593509752662,99.5653730170398,23.69087943311682,3.0372966920193867,7.495340392990297
2023-11-01 02:20:00,A,76.896817426585,67.99506543912693,45.94984416374322,20.691787557058493,32.126298180456224,95.33959632650131,6.66411194708976
2023-11-01 02:20:00,B,26.258115623006194,58.693757786147096,46.58316625105913,48.78751447391617,72.76496299194721,51.52395209093944,5.797336129712668
